Offset;OriginalLength;OriginalString;Translation;Notes;
1616;16;フォックス２　　;Fox 2   ;;
1632;16;フォックス３　　;Fox 3   ;;
1648;16;フォックス４　　;Fox 4   ;;
1664;16;Ｍ１／Ａ　　　　;M1/A   ;;
1680;16;Ｍ１／Ｂ　　　　;M1/B   ;;
1696;16;１１　　　　　　;syoki 11  ;;
1712;16;１２　　　　　　;syoki 12  ;;
1728;16;１３　　　　　　;syoki 13  ;;
1744;16;１４　　　　　　;syoki 14  ;;
1760;16;１５　　　　　　;syoki 15  ;;
1776;16;１６　　　　　　;syoki 16  ;;
1792;16;ブラボー１　　　;Bravo 1   ;;
1808;16;ブラボー２　　　;Bravo 2   ;;
1824;16;ブラボー３　　　;Bravo 3   ;;
1840;16;ハーミッド１　　;Hermit 1  ;;
1856;16;ハーミッド２　　;Hermit 2  ;;
1872;16;敵戦車Ａ　　　　;atodu 6   ;;
1888;16;敵戦車Ｂ　　　　;atodu 7   ;;
1904;16;敵戦車Ｃ　　　　;atodu 8   ;;
1920;16;Ｍ１／Ａ　　　　;M1/A   ;;
1936;16;Ｍ１／Ｂ　　　　;M1/B   ;;
1952;16;１１　　　　　　;11;;
1968;16;ハーミッド３　　;Hermit 3  ;;
1984;16;ハーミッド４　　;Hermit 4  ;;
2000;16;レッド１　　　　;Red 1   ;;
2016;16;レッド２　　　　;Red 2   ;;
2032;16;レッド３　　　　;Red 3   ;;
2048;16;初期戦車１　　　;syoki 1   ;;
2064;16;初期戦車２　　　;syoki 2   ;;
2080;16;初期戦車３　　　;syoki 3   ;;
2096;16;初期戦車４　　　;syoki 4   ;;
2112;16;初期戦車５　　　;syoki 5   ;;
2128;16;初期戦車６　　　;syoki 6   ;;
2144;16;初期戦車７　　　;syoki 7   ;;
2160;16;初期戦車８　　　;syoki 8   ;;
2176;16;初期戦車９　　　;syoki 9   ;;
2192;16;初期戦車Ａ　　　;syoki 10  ;;
2208;16;初期戦車Ｂ　　　;syoki 11  ;;
2224;16;初期戦車Ｃ　　　;syoki 12  ;;
2240;16;初期戦車Ｄ　　　;syoki 13  ;;
2256;16;初期戦車Ｅ　　　;syoki 14  ;;
2272;16;初期戦車Ｆ　　　;syoki 15  ;;
2288;16;初期戦車Ｇ　　　;syoki 16  ;;
2304;16;後詰戦車１　　　;atodu 1   ;;
2320;16;後詰戦車２　　　;atodu 2   ;;
2336;16;後詰戦車３　　　;atodu 3   ;;
2352;16;後詰戦車４　　　;atodu 4   ;;
2368;16;後詰戦車５　　　;atodu 5   ;;
2384;16;後詰戦車６　　　;atodu 6   ;;
2400;16;後詰戦車７　　　;atodu 7   ;;
2416;16;後詰戦車８　　　;atodu 8   ;;
2432;16;後詰戦車９　　　;atodu 9   ;;
2448;16;後詰戦車Ａ　　　;atodu 10  ;;
2464;16;後詰戦車Ｂ　　　;atodu 11  ;;
2480;16;後詰戦車Ｃ　　　;atodu 12  ;;
2496;16;後詰戦車Ｄ　　　;atodu 13  ;;
2512;16;後詰戦車Ｅ　　　;atodu 14  ;;
2528;16;後詰戦車Ｆ　　　;atodu 15  ;;
2544;16;後詰戦車Ｇ　　　;atodu 16  ;;
2560;16;ヴォルフ　　　　;Wulf   ;;
2576;16;ルクス　　　　　;Luchs   ;;
2592;16;初期戦車３　　　;syoki 2   ;;
2608;16;初期戦車４　　　;syoki 3   ;;
2624;16;コールケ　　　　;Kohlenklau  ;;
2640;16;初期戦車６　　　;syoki 6   ;;
2656;16;初期戦車７　　　;syoki 7   ;;
2672;16;初期戦車８　　　;syoki 8   ;;
2688;16;初期戦車９　　　;syoki 9   ;;
2704;16;初期戦車Ａ　　　;syoki 10  ;;
2720;16;初期戦車Ｂ　　　;syoki 11  ;;
2736;16;初期戦車Ｃ　　　;syoki 12  ;;
2752;16;初期戦車Ｄ　　　;syoki 13  ;;
2768;16;初期戦車Ｅ　　　;syoki 14  ;;
2784;16;初期戦車Ｆ　　　;syoki 15  ;;
2800;16;初期戦車Ｇ　　　;syoki 16  ;;
2816;16;後詰戦車１　　　;atodu 1   ;;
2832;16;後詰戦車２　　　;atodu 2   ;;
2848;16;後詰戦車３　　　;atodu 3   ;;
2864;16;後詰戦車４　　　;atodu 4   ;;
2880;16;後詰戦車５　　　;atodu 5   ;;
2896;16;後詰戦車６　　　;atodu 6   ;;
2912;16;後詰戦車７　　　;atodu 7   ;;
2928;16;後詰戦車８　　　;atodu 8   ;;
2944;16;後詰戦車９　　　;atodu 9   ;;
2960;16;後詰戦車Ａ　　　;atodu 10  ;;
2976;16;後詰戦車Ｂ　　　;atodu 11  ;;
2992;16;後詰戦車Ｃ　　　;atodu 12  ;;
3008;16;後詰戦車Ｄ　　　;atodu 13  ;;
3024;16;後詰戦車Ｅ　　　;atodu 14  ;;
3040;16;後詰戦車Ｆ　　　;atodu 15  ;;
3056;16;後詰戦車Ｇ　　　;atodu 16  ;;
3072;16;初期戦車１　　　;syoki 1   ;;
3088;16;初期戦車２　　　;syoki 2   ;;
3104;16;初期戦車３　　　;syoki 3   ;;
3120;16;初期戦車４　　　;syoki 4   ;;
3136;16;初期戦車５　　　;syoki 5   ;;
3152;16;初期戦車６　　　;syoki 6   ;;
3168;16;初期戦車７　　　;syoki 7   ;;
3184;16;初期戦車８　　　;syoki 8   ;;
3200;16;初期戦車９　　　;syoki 9   ;;
3216;16;初期戦車Ａ　　　;syoki 10  ;;
3232;16;初期戦車Ｂ　　　;syoki 11  ;;
3248;16;初期戦車Ｃ　　　;syoki 12  ;;
3264;16;初期戦車Ｄ　　　;syoki 13  ;;
3280;16;初期戦車Ｅ　　　;syoki 14  ;;
3296;16;初期戦車Ｆ　　　;syoki 15  ;;
3312;16;初期戦車Ｇ　　　;syoki 16  ;;
3328;16;後詰戦車１　　　;atodu 1   ;;
3344;16;後詰戦車２　　　;atodu 2   ;;
3360;16;後詰戦車３　　　;atodu 3   ;;
3376;16;後詰戦車４　　　;atodu 4   ;;
3392;16;後詰戦車５　　　;atodu 5   ;;
3408;16;後詰戦車６　　　;atodu 6   ;;
3424;16;後詰戦車７　　　;atodu 7   ;;
3440;16;後詰戦車８　　　;atodu 8   ;;
3456;16;後詰戦車９　　　;atodu 9   ;;
3472;16;後詰戦車Ａ　　　;atodu 10  ;;
3488;16;後詰戦車Ｂ　　　;atodu 11  ;;
3504;16;後詰戦車Ｃ　　　;atodu 12  ;;
3520;16;後詰戦車Ｄ　　　;atodu 13  ;;
3536;16;後詰戦車Ｅ　　　;atodu 14  ;;
3552;16;後詰戦車Ｆ　　　;atodu 15  ;;
3568;16;後詰戦車Ｇ　　　;atodu 16  ;;
3584;16;バッカス　　　　;Bacchus   ;;
3600;16;コニャック　　　;Cognac   ;;
3616;16;ブランデー　　　;Brandy   ;;
3632;16;マスカー　　　　;Masker   ;;
3648;16;マスカー　　　　;Masker   ;;
3664;16;６　　　　　　　;syoki 6   ;;
3680;16;７　　　　　　　;syoki 7   ;;
3696;16;８　　　　　　　;syoki 8   ;;
3712;16;９　　　　　　　;syoki 9   ;;
3728;16;１０　　　　　　;syoki 10  ;;
3744;16;１１　　　　　　;syoki 11  ;;
3760;16;１２　　　　　　;syoki 12  ;;
3776;16;１３　　　　　　;syoki 13  ;;
3792;16;１４　　　　　　;syoki 14  ;;
3808;16;１５　　　　　　;syoki 15  ;;
3824;16;１６　　　　　　;syoki 16  ;;
3840;16;戦車Ａ　　　　　;atodu 1   ;;
3856;16;戦車Ｂ　　　　　;atodu 2   ;;
3872;16;敵戦車Ａ　　　　;atodu 3   ;;
3888;16;敵戦車Ｂ　　　　;atodu 4   ;;
3904;16;敵戦車Ｃ　　　　;atodu 5   ;;
3920;16;敵車両Ａ　　　　;atodu 6   ;;
3936;16;敵車両Ｂ　　　　;atodu 7   ;;
3952;16;戦車Ａ　　　　　;atodu 8   ;;
3968;16;９　　　　　　　;atodu 9   ;;
3984;16;１０　　　　　　;atodu 10  ;;
4000;16;１１　　　　　　;atodu 11  ;;
4016;16;１２　　　　　　;atodu 12  ;;
4032;16;１３　　　　　　;atodu 13  ;;
4048;16;１４　　　　　　;atodu 14  ;;
4064;16;１５　　　　　　;atodu 15  ;;
4080;16;１６　　　　　　;atodu 16  ;;
4096;16;初期戦車１　　　;syoki 1   ;;
4112;16;初期戦車２　　　;syoki 2   ;;
4128;16;初期戦車３　　　;syoki 3   ;;
4144;16;初期戦車４　　　;syoki 4   ;;
4160;16;初期戦車５　　　;syoki 5   ;;
4176;16;初期戦車６　　　;syoki 6   ;;
4192;16;初期戦車７　　　;syoki 7   ;;
4208;16;初期戦車８　　　;syoki 8   ;;
4224;16;初期戦車９　　　;syoki 9   ;;
4240;16;初期戦車Ａ　　　;syoki 10  ;;
4256;16;初期戦車Ｂ　　　;syoki 11  ;;
4272;16;初期戦車Ｃ　　　;syoki 12  ;;
4288;16;初期戦車Ｄ　　　;syoki 13  ;;
4304;16;初期戦車Ｅ　　　;syoki 14  ;;
4320;16;初期戦車Ｆ　　　;syoki 15  ;;
4336;16;初期戦車Ｇ　　　;syoki 16  ;;
4352;16;後詰戦車１　　　;atodu 1   ;;
4368;16;後詰戦車２　　　;atodu 2   ;;
4384;16;後詰戦車３　　　;atodu 3   ;;
4400;16;後詰戦車４　　　;atodu 4   ;;
4416;16;後詰戦車５　　　;atodu 5   ;;
4432;16;後詰戦車６　　　;atodu 6   ;;
4448;16;後詰戦車７　　　;atodu 7   ;;
4464;16;後詰戦車８　　　;atodu 8   ;;
4480;16;後詰戦車９　　　;atodu 9   ;;
4496;16;後詰戦車Ａ　　　;atodu 10  ;;
4512;16;後詰戦車Ｂ　　　;atodu 11  ;;
4528;16;後詰戦車Ｃ　　　;atodu 12  ;;
4544;16;後詰戦車Ｄ　　　;atodu 13  ;;
4560;16;後詰戦車Ｅ　　　;atodu 14  ;;
4576;16;後詰戦車Ｆ　　　;atodu 15  ;;
4592;16;後詰戦車Ｇ　　　;atodu 16  ;;
4608;16;初期戦車１　　　;;;
4624;16;初期戦車２　　　;;;
4640;16;初期戦車３　　　;;;
4656;16;初期戦車４　　　;;;
4672;16;初期戦車５　　　;;;
4688;16;初期戦車６　　　;;;
4704;16;初期戦車７　　　;;;
4720;16;初期戦車８　　　;;;
4736;16;初期戦車９　　　;;;
4752;16;初期戦車Ａ　　　;;;
4768;16;初期戦車Ｂ　　　;;;
4784;16;初期戦車Ｃ　　　;;;
4800;16;初期戦車Ｄ　　　;;;
4816;16;初期戦車Ｅ　　　;;;
4832;16;初期戦車Ｆ　　　;;;
4848;16;初期戦車Ｇ　　　;;;
4864;16;後詰戦車１　　　;;;
4880;16;後詰戦車２　　　;;;
4896;16;後詰戦車３　　　;;;
4912;16;後詰戦車４　　　;;;
4928;16;後詰戦車５　　　;;;
4944;16;後詰戦車６　　　;;;
4960;16;後詰戦車７　　　;;;
4976;16;後詰戦車８　　　;;;
4992;16;後詰戦車９　　　;;;
5008;16;後詰戦車Ａ　　　;;;
5024;16;後詰戦車Ｂ　　　;;;
5040;16;後詰戦車Ｃ　　　;;;
5056;16;後詰戦車Ｄ　　　;;;
5072;16;後詰戦車Ｅ　　　;;;
5088;16;後詰戦車Ｆ　　　;;;
5104;16;後詰戦車Ｇ　　　;;;
5120;16;ブレイブ１　　　;Brave 1   ;;
5136;16;ブレイブ２　　　;Brave 2   ;;
5152;16;ブレイブ３　　　;Brave 3   ;;
5168;16;ブレイブ４　　　;Brave 4   ;;
5184;16;ゴースト１　　　;Ghost 1   ;;
5200;16;ゴースト２　　　;Ghost 2   ;;
5216;16;ゴースト３　　　;Ghost 3   ;;
5232;16;ゴースト４　　　;Ghost 4   ;;
5248;16;初期戦車Ａ　　　;syoki 9   ;;
5264;16;初期戦車Ａ　　　;syoki 10  ;;
5280;16;初期戦車Ｂ　　　;syoki 11  ;;
5296;16;初期戦車Ｃ　　　;syoki 12  ;;
5312;16;初期戦車Ｄ　　　;syoki 13  ;;
5328;16;初期戦車Ｅ　　　;syoki 14  ;;
5344;16;初期戦車Ｆ　　　;syoki 15  ;;
5360;16;初期戦車Ｇ　　　;syoki 16  ;;
5376;16;チェロキー１　　;Cherokee 1  ;;
5392;16;チェロキー２　　;Cherokee 2  ;;
5408;16;チェロキー３　　;Cherokee 3  ;;
5424;16;シャイアン　　　;Cheyanne  ;;
5440;16;後詰戦車５　　　;atodu 5   ;;
5456;16;後詰戦車６　　　;atodu 6   ;;
5472;16;後詰戦車７　　　;atodu 7   ;;
5488;16;後詰戦車８　　　;atodu 8   ;;
5504;16;後詰戦車９　　　;atodu 9   ;;
5520;16;後詰戦車Ａ　　　;atodu 10  ;;
5536;16;４０／Ａ　　　　;40/A   ;;
5552;16;４０／Ｂ　　　　;40/B   ;;
5568;16;４０／Ｃ　　　　;40/C   ;;
5584;16;４０／Ｄ　　　　;40/D   ;;
5600;16;モホーク　　　　;Mohawk   ;;
5616;16;後詰戦車Ｇ　　　;atodu 16  ;;
5632;16;カットラス１　　;Cutlass 1  ;;
5648;16;カットラス２　　;Cutlass 2  ;;
5664;16;カットラス３　　;Cutlass 3  ;;
5680;16;カットラス４　　;Cutlass 4  ;;
5696;16;トマホーク１　　;Tomahawk 1  ;;
5712;16;トマホーク２　　;Tomahawk 2  ;;
5728;16;トマホーク３　　;Tomahawk 3  ;;
5744;16;トマホーク４　　;Tomahawk 4  ;;
5760;16;ソード１　　　　;Sword 1   ;;
5776;16;ソード２　　　　;Sword 2   ;;
5792;16;初期戦車Ｂ　　　;syoki 11  ;;
5808;16;初期戦車Ｃ　　　;syoki 12  ;;
5824;16;初期戦車Ｄ　　　;syoki 13  ;;
5840;16;初期戦車Ｅ　　　;syoki 14  ;;
5856;16;初期戦車Ｆ　　　;syoki 15  ;;
5872;16;初期戦車Ｇ　　　;syoki 16  ;;
5888;16;敵戦車Ａ　　　　;atodu 1   ;;
5904;16;敵戦車Ｂ　　　　;atodu 2   ;;
5920;16;敵戦車Ｃ　　　　;atodu 3   ;;
5936;16;敵戦車Ｄ　　　　;atodu 4   ;;
5952;16;敵戦車Ｅ　　　　;atodu 5   ;;
5968;16;敵戦車Ｆ　　　　;atodu 6   ;;
5984;16;敵戦車Ｇ　　　　;atodu 7   ;;
6000;16;敵戦車Ｈ　　　　;atodu 8   ;;
6016;16;後詰戦車９　　　;atodu 9   ;;
6032;16;後詰戦車Ａ　　　;atodu 10  ;;
6048;16;後詰戦車Ｂ　　　;atodu 11  ;;
6064;16;カットラス５　　;Cutlass 5  ;;
6080;16;トマホーク　　　;Tomahawk  ;;
6096;16;ソード３　　　　;Sword 3   ;;
6112;16;ソード４　　　　;Sword 4   ;;
6128;16;カットラス６　　;Cutlass 6  ;;
6144;16;初期戦車１　　　;syoki 1   ;;
6160;16;初期戦車２　　　;syoki 2   ;;
6176;16;初期戦車３　　　;syoki 3   ;;
6192;16;初期戦車４　　　;syoki 4   ;;
6208;16;初期戦車５　　　;syoki 5   ;;
6224;16;初期戦車６　　　;syoki 6   ;;
6240;16;初期戦車７　　　;syoki 7   ;;
6256;16;初期戦車８　　　;syoki 8   ;;
6272;16;初期戦車９　　　;syoki 9   ;;
6288;16;初期戦車Ａ　　　;syoki 10  ;;
6304;16;初期戦車Ｂ　　　;syoki 11  ;;
6320;16;初期戦車Ｃ　　　;syoki 12  ;;
6336;16;初期戦車Ｄ　　　;syoki 13  ;;
6352;16;初期戦車Ｅ　　　;syoki 14  ;;
6368;16;初期戦車Ｆ　　　;syoki 15  ;;
6384;16;初期戦車Ｇ　　　;syoki 16  ;;
6400;16;後詰戦車１　　　;atodu 1   ;;
6416;16;後詰戦車２　　　;atodu 2   ;;
6432;16;後詰戦車３　　　;atodu 3   ;;
6448;16;後詰戦車４　　　;atodu 4   ;;
6464;16;後詰戦車５　　　;atodu 5   ;;
6480;16;後詰戦車６　　　;atodu 6   ;;
6496;16;後詰戦車７　　　;atodu 7   ;;
6512;16;後詰戦車８　　　;atodu 8   ;;
6528;16;後詰戦車９　　　;atodu 9   ;;
6544;16;後詰戦車Ａ　　　;atodu 10  ;;
6560;16;後詰戦車Ｂ　　　;atodu 11  ;;
6576;16;後詰戦車Ｃ　　　;atodu 12  ;;
6592;16;後詰戦車Ｄ　　　;atodu 13  ;;
6608;16;後詰戦車Ｅ　　　;atodu 14  ;;
6624;16;後詰戦車Ｆ　　　;atodu 15  ;;
6640;16;後詰戦車Ｇ　　　;atodu 16  ;;
6656;16;初期戦車１　　　;syoki 1   ;;
6672;16;初期戦車２　　　;syoki 2   ;;
6688;16;初期戦車３　　　;syoki 3   ;;
6704;16;初期戦車４　　　;syoki 4   ;;
6720;16;初期戦車５　　　;syoki 5   ;;
6736;16;初期戦車６　　　;syoki 6   ;;
6752;16;初期戦車７　　　;syoki 7   ;;
6768;16;初期戦車８　　　;syoki 8   ;;
6784;16;初期戦車９　　　;syoki 9   ;;
6800;16;初期戦車Ａ　　　;syoki 10  ;;
6816;16;初期戦車Ｂ　　　;syoki 11  ;;
6832;16;初期戦車Ｃ　　　;syoki 12  ;;
6848;16;初期戦車Ｄ　　　;syoki 13  ;;
6864;16;初期戦車Ｅ　　　;syoki 14  ;;
6880;16;初期戦車Ｆ　　　;syoki 15  ;;
6896;16;初期戦車Ｇ　　　;syoki 16  ;;
6912;16;後詰戦車１　　　;atodu 1   ;;
6928;16;後詰戦車２　　　;atodu 2   ;;
6944;16;後詰戦車３　　　;atodu 3   ;;
6960;16;後詰戦車４　　　;atodu 4   ;;
6976;16;後詰戦車５　　　;atodu 5   ;;
6992;16;後詰戦車６　　　;atodu 6   ;;
7008;16;後詰戦車７　　　;atodu 7   ;;
7024;16;後詰戦車８　　　;atodu 8   ;;
7040;16;後詰戦車９　　　;atodu 9   ;;
7056;16;後詰戦車Ａ　　　;atodu 10  ;;
7072;16;後詰戦車Ｂ　　　;atodu 11  ;;
7088;16;後詰戦車Ｃ　　　;atodu 12  ;;
7104;16;後詰戦車Ｄ　　　;atodu 13  ;;
7120;16;後詰戦車Ｅ　　　;atodu 14  ;;
7136;16;後詰戦車Ｆ　　　;atodu 15  ;;
7152;16;後詰戦車Ｇ　　　;atodu 16  ;;
7168;16;初期戦車１　　　;syoki 1   ;;
7184;16;初期戦車２　　　;syoki 2   ;;
7200;16;初期戦車３　　　;syoki 3   ;;
7216;16;初期戦車４　　　;syoki 4   ;;
7232;16;初期戦車５　　　;syoki 5   ;;
7248;16;初期戦車６　　　;syoki 6   ;;
7264;16;初期戦車７　　　;syoki 7   ;;
7280;16;初期戦車８　　　;syoki 8   ;;
7296;16;初期戦車９　　　;syoki 9   ;;
7312;16;初期戦車Ａ　　　;syoki 10  ;;
7328;16;初期戦車Ｂ　　　;syoki 11  ;;
7344;16;初期戦車Ｃ　　　;syoki 12  ;;
7360;16;初期戦車Ｄ　　　;syoki 13  ;;
7376;16;初期戦車Ｅ　　　;syoki 14  ;;
7392;16;初期戦車Ｆ　　　;syoki 15  ;;
7408;16;初期戦車Ｇ　　　;syoki 16  ;;
7424;16;後詰戦車１　　　;atodu 1   ;;
7440;16;後詰戦車２　　　;atodu 2   ;;
7456;16;後詰戦車３　　　;atodu 3   ;;
7472;16;後詰戦車４　　　;atodu 4   ;;
7488;16;後詰戦車５　　　;atodu 5   ;;
7504;16;後詰戦車６　　　;atodu 6   ;;
7520;16;後詰戦車７　　　;atodu 7   ;;
7536;16;後詰戦車８　　　;atodu 8   ;;
7552;16;後詰戦車９　　　;atodu 9   ;;
7568;16;後詰戦車Ａ　　　;atodu 10  ;;
7584;16;後詰戦車Ｂ　　　;atodu 11  ;;
7600;16;後詰戦車Ｃ　　　;atodu 12  ;;
7616;16;後詰戦車Ｄ　　　;atodu 13  ;;
7632;16;後詰戦車Ｅ　　　;atodu 14  ;;
7648;16;後詰戦車Ｆ　　　;atodu 15  ;;
7664;16;後詰戦車Ｇ　　　;atodu 16  ;;
7680;16;マーリン１　　　;Marlin 1  ;;
7696;16;マーリン２　　　;Marlin 2  ;;
7712;16;マーリン３　　　;Marlin 3  ;;
7728;16;初期戦車４　　　;syoki 4   ;;
7744;16;初期戦車５　　　;syoki 5   ;;
7760;16;初期戦車６　　　;syoki 6   ;;
7776;16;初期戦車７　　　;syoki 7   ;;
7792;16;初期戦車８　　　;syoki 8   ;;
7808;16;初期戦車９　　　;syoki 9   ;;
7824;16;初期戦車Ａ　　　;syoki 10  ;;
7840;16;初期戦車Ｂ　　　;syoki 11  ;;
7856;16;初期戦車Ｃ　　　;syoki 12  ;;
7872;16;初期戦車Ｄ　　　;syoki 13  ;;
7888;16;初期戦車Ｅ　　　;syoki 14  ;;
7904;16;初期戦車Ｆ　　　;syoki 15  ;;
7920;16;初期戦車Ｇ　　　;syoki 16  ;;
7936;16;後詰戦車１　　　;atodu 1   ;;
7952;16;後詰戦車２　　　;atodu 2   ;;
7968;16;後詰戦車３　　　;atodu 3   ;;
7984;16;後詰戦車４　　　;atodu 4   ;;
8000;16;後詰戦車５　　　;atodu 5   ;;
8016;16;後詰戦車６　　　;atodu 6   ;;
8032;16;後詰戦車７　　　;atodu 7   ;;
8048;16;後詰戦車８　　　;atodu 8   ;;
8064;16;後詰戦車９　　　;atodu 9   ;;
8080;16;後詰戦車Ａ　　　;atodu 10  ;;
8096;16;後詰戦車Ｂ　　　;atodu 11  ;;
8112;16;後詰戦車Ｃ　　　;atodu 12  ;;
8128;16;後詰戦車Ｄ　　　;atodu 13  ;;
8144;16;後詰戦車Ｅ　　　;atodu 14  ;;
8160;16;後詰戦車Ｆ　　　;atodu 15  ;;
8176;16;後詰戦車Ｇ　　　;atodu 16  ;;
8192;16;ファイアボール１;Fireball 1  ;;
8208;16;ファイアボール２;Fireball 2  ;;
8224;16;ファイアボール３;Fireball 3  ;;
8240;16;ファイアボール４;Fireball 4  ;;
8256;16;チャレンジャー１;Challenger 1 ;;
8272;16;チャレンジャー２;Challenger 2 ;;
8288;16;チャレンジャー３;Challenger 3 ;;
8304;16;チャレンジャー４;Challenger 4 ;;
8320;16;９　　　　　　　;9;;
8336;16;１０　　　　　　;10;;
8352;16;１１　　　　　　;11;;
8368;16;１２　　　　　　;12;;
8384;16;１３　　　　　　;13;;
8400;16;１４　　　　　　;14;;
8416;16;１５　　　　　　;15;;
8432;16;１６　　　　　　;16;;
8448;16;敵戦車Ａ　　　　;atodu 1   ;;
8464;16;ファイアボール５;Fireball 5  ;;
8480;16;ファイアボール６;Fireball 6  ;;
